time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20220917:1730,503.73,294.87,18.33,46.78,18.16,0.76,0.0
20220917:1830,777.8,114.16,19.24,42.09,18.82,1.03,0.0
20220917:1930,620.71,100.52,15.72,34.62,19.62,1.52,0.0
20220917:2030,400.89,92.12,11.03,25.42,19.87,1.52,0.0
20220917:2130,161.83,68.47,5.56,15.25,19.71,1.52,0.0
20220917:2230,18.41,14.41,1.12,4.63,18.74,1.45,0.0
20220917:2330,0.0,0.0,0.0,0.0,17.38,2.07,0.0
20220918:0030,0.0,0.0,0.0,0.0,16.71,2.34,0.0
20220918:0130,0.0,0.0,0.0,0.0,15.97,2.41,0.0
20220918:0230,0.0,0.0,0.0,0.0,15.28,2.48,0.0
20220918:0330,0.0,0.0,0.0,0.0,14.91,2.55,0.0
20220918:0430,0.0,0.0,0.0,0.0,14.59,2.55,0.0
20220918:0530,0.0,0.0,0.0,0.0,14.58,2.55,0.0
20220918:0630,0.0,0.0,0.0,0.0,14.57,2.48,0.0
20220918:0730,0.0,0.0,0.0,0.0,14.57,2.69,0.0
20220918:0830,0.0,0.0,0.0,0.0,14.59,2.76,0.0
20220918:0930,0.0,0.0,0.0,0.0,14.55,2.62,0.0
20220918:1030,0.0,0.0,0.0,-1.55,14.56,2.55,0.0
20220918:1130,66.43,40.68,2.77,9.13,14.66,2.55,0.0
20220918:1230,218.01,76.58,6.82,19.59,15.93,2.07,0.0
20220918:1330,283.2,160.01,10.38,29.38,17.92,2.21,0.0
20220918:1430,222.86,179.47,9.92,37.89,19.9,2.07,0.0
20220918:1530,151.44,187.89,8.94,44.23,20.6,1.86,0.0
20220918:1630,15.8,151.84,5.37,47.3,20.88,1.86,0.0
20220918:1730,35.32,109.44,4.33,46.38,20.41,1.52,0.0
20220918:1830,65.42,111.66,4.97,41.7,20.14,1.59,0.0
20220918:1930,2.68,60.89,2.09,34.25,19.28,0.83,0.0
20220918:2030,0.0,56.31,1.89,25.06,18.76,0.55,0.0
20220918:2130,1.4,42.85,1.46,14.9,18.46,0.14,0.0
20220918:2230,0.0,9.11,0.31,4.3,18.32,0.83,0.0
20220918:2330,0.0,0.0,0.0,0.0,18.05,1.1,0.0
20220919:0030,0.0,0.0,0.0,0.0,17.85,0.83,0.0
20220919:0130,0.0,0.0,0.0,0.0,17.53,0.83,0.0
20220919:0230,0.0,0.0,0.0,0.0,17.21,0.48,0.0
20220919:0330,0.0,0.0,0.0,0.0,17.11,0.21,0.0
20220919:0430,0.0,0.0,0.0,0.0,16.49,0.97,0.0
20220919:0530,0.0,0.0,0.0,0.0,16.17,1.17,0.0
20220919:0630,0.0,0.0,0.0,0.0,15.88,1.03,0.0
20220919:0730,0.0,0.0,0.0,0.0,14.89,0.48,0.0
20220919:0830,0.0,0.0,0.0,0.0,14.97,0.41,0.0
20220919:0930,0.0,0.0,0.0,0.0,15.23,0.55,0.0
20220919:1030,0.0,0.0,0.0,-1.75,15.27,0.9,0.0
20220919:1130,0.43,14.82,0.51,8.93,15.33,1.1,0.0
20220919:1230,1.32,33.18,1.14,19.37,15.68,0.9,0.0
20220919:1330,8.08,103.51,3.61,29.14,16.32,0.9,0.0
20220919:1430,14.94,109.04,3.93,37.61,17.62,1.66,0.0
20220919:1530,10.91,152.87,5.31,43.89,18.37,1.93,0.0
20220919:1630,0.0,88.66,2.97,46.92,19.29,2.14,0.0
20220919:1730,9.48,116.79,4.09,45.98,19.21,2.28,0.0
20220919:1830,31.79,166.66,6.13,41.3,19.32,2.83,0.0
20220919:1930,6.7,122.28,4.22,33.87,20.21,2.14,0.0
20220919:2030,0.0,51.48,1.72,24.71,19.73,2.34,0.0
20220919:2130,0.0,10.53,0.35,14.56,18.95,2.62,0.0
20220919:2230,0.0,3.51,0.12,3.96,18.4,2.62,0.0
20220919:2330,0.0,0.0,0.0,0.0,17.9,2.14,0.0
20220920:0030,0.0,0.0,0.0,0.0,17.66,2.0,0.0
20220920:0130,0.0,0.0,0.0,0.0,17.37,1.93,0.0
20220920:0230,0.0,0.0,0.0,0.0,17.0,1.72,0.0
20220920:0330,0.0,0.0,0.0,0.0,16.79,1.52,0.0
20220920:0430,0.0,0.0,0.0,0.0,16.74,1.45,0.0
20220920:0530,0.0,0.0,0.0,0.0,16.61,1.17,0.0
20220920:0630,0.0,0.0,0.0,0.0,16.52,0.97,0.0
20220920:0730,0.0,0.0,0.0,0.0,15.92,0.28,0.0
20220920:0830,0.0,0.0,0.0,0.0,15.67,1.24,0.0
20220920:0930,0.0,0.0,0.0,0.0,15.18,1.24,0.0
20220920:1030,0.0,0.0,0.0,-1.96,14.93,1.03,0.0
20220920:1130,16.04,17.93,0.94,8.72,14.77,0.97,0.0
20220920:1230,41.15,55.33,2.64,19.15,14.9,0.9,0.0
20220920:1330,46.72,107.98,4.45,28.89,15.3,0.69,0.0
20220920:1430,59.26,121.02,5.12,37.32,16.03,0.34,0.0
20220920:1530,115.64,116.92,6.05,43.55,16.63,0.62,0.0
20220920:1630,42.8,121.26,4.85,46.54,16.73,1.03,0.0
20220920:1730,14.29,114.83,4.11,45.58,16.14,2.0,0.0
20220920:1830,69.72,96.23,4.53,40.91,15.36,2.41,0.0
20220920:1930,125.2,99.43,5.65,33.5,15.2,2.34,0.0
20220920:2030,43.56,44.48,2.35,24.35,14.43,2.21,0.0
20220920:2130,2.18,20.06,0.72,14.22,14.02,1.79,0.0
20220920:2230,0.0,3.64,0.12,3.62,13.73,1.86,0.0
20220920:2330,0.0,0.0,0.0,0.0,13.54,1.79,0.0
20220921:0030,0.0,0.0,0.0,0.0,13.38,1.86,0.0
20220921:0130,0.0,0.0,0.0,0.0,13.24,1.79,0.0
20220921:0230,0.0,0.0,0.0,0.0,13.08,1.86,0.0
20220921:0330,0.0,0.0,0.0,0.0,12.91,1.86,0.0
20220921:0430,0.0,0.0,0.0,0.0,12.81,1.72,0.0
20220921:0530,0.0,0.0,0.0,0.0,12.74,1.72,0.0
20220921:0630,0.0,0.0,0.0,0.0,12.7,1.59,0.0
20220921:0730,0.0,0.0,0.0,0.0,12.96,1.24,0.0
20220921:0830,0.0,0.0,0.0,0.0,12.94,1.24,0.0
20220921:0930,0.0,0.0,0.0,0.0,12.94,1.24,0.0
20220921:1030,0.0,0.0,0.0,-2.17,12.97,1.1,0.0
20220921:1130,3.14,18.01,0.67,8.51,13.0,0.9,0.0
20220921:1230,5.17,56.03,1.97,18.93,13.16,0.69,0.0
20220921:1330,44.58,117.66,4.71,28.64,13.43,0.28,0.0
20220921:1430,71.18,181.71,7.25,37.03,14.04,0.0,0.0
20220921:1530,162.13,250.3,10.93,43.22,15.15,0.34,0.0
20220921:1630,140.12,290.83,11.85,46.16,16.48,0.83,0.0
20220921:1730,494.79,210.12,15.64,45.18,17.55,1.38,0.0
20220921:1830,437.67,231.56,15.06,40.52,19.39,1.66,0.0
20220921:1930,555.75,126.71,14.55,33.13,20.15,2.34,0.0
20220921:2030,370.34,95.25,10.06,24.0,21.05,2.41,0.0
20220921:2130,150.27,68.48,5.01,13.87,20.93,2.28,0.0
20220921:2230,4.72,18.47,0.75,3.28,19.9,2.9,0.0
20220921:2330,0.0,0.0,0.0,0.0,18.93,3.31,0.0
20220922:0030,0.0,0.0,0.0,0.0,18.46,3.52,0.0
20220922:0130,0.0,0.0,0.0,0.0,18.16,3.45,0.0
20220922:0230,0.0,0.0,0.0,0.0,18.05,3.52,0.0
20220922:0330,0.0,0.0,0.0,0.0,18.17,3.59,0.0
20220922:0430,0.0,0.0,0.0,0.0,17.48,3.52,0.0
20220922:0530,0.0,0.0,0.0,0.0,17.58,2.9,0.0
20220922:0630,0.0,0.0,0.0,0.0,17.72,2.76,0.0
20220922:0730,0.0,0.0,0.0,0.0,18.25,2.9,0.0
20220922:0830,0.0,0.0,0.0,0.0,18.3,2.97,0.0
20220922:0930,0.0,0.0,0.0,0.0,18.06,2.69,0.0
20220922:1030,0.0,0.0,0.0,-2.38,17.0,2.55,0.0
20220922:1130,0.2,11.22,0.38,8.3,16.88,2.28,0.0
20220922:1230,6.97,19.75,0.8,18.7,17.02,2.0,0.0
20220922:1330,0.0,32.99,1.11,28.39,17.08,1.31,0.0
20220922:1430,31.29,49.7,2.27,36.74,16.61,2.07,0.0
20220922:1530,88.73,116.99,5.52,42.88,15.38,2.9,0.0
20220922:1630,335.0,184.87,12.0,45.78,14.84,3.17,0.0
20220922:1730,527.16,191.46,15.68,44.78,15.92,3.45,0.0
20220922:1830,578.08,132.48,15.11,40.13,16.03,3.52,0.0
20220922:1930,397.8,115.95,11.14,32.75,14.39,3.72,0.0
20220922:2030,219.0,89.91,6.95,23.64,14.08,3.59,0.0
20220922:2130,84.61,52.0,3.26,13.53,13.85,3.79,0.0
20220922:2230,8.62,8.83,0.5,2.94,12.63,3.38,0.0
20220922:2330,0.0,0.0,0.0,0.0,12.1,4.07,0.0
20220923:0030,0.0,0.0,0.0,0.0,11.88,4.21,0.0
20220923:0130,0.0,0.0,0.0,0.0,11.48,4.34,0.0
20220923:0230,0.0,0.0,0.0,0.0,10.85,4.28,0.0
20220923:0330,0.0,0.0,0.0,0.0,10.31,4.28,0.0
20220923:0430,0.0,0.0,0.0,0.0,9.77,4.28,0.0
20220923:0530,0.0,0.0,0.0,0.0,9.37,4.21,0.0
20220923:0630,0.0,0.0,0.0,0.0,9.01,4.21,0.0
20220923:0730,0.0,0.0,0.0,0.0,8.49,4.07,0.0
20220923:0830,0.0,0.0,0.0,0.0,8.2,3.79,0.0
20220923:0930,0.0,0.0,0.0,0.0,8.02,3.86,0.0
20220923:1030,0.0,0.0,0.0,-2.58,7.88,3.86,0.0
20220923:1130,0.0,23.75,0.8,8.09,7.85,3.79,0.0
20220923:1230,43.72,72.14,3.17,18.48,7.83,4.0,0.0
20220923:1330,44.01,148.3,5.66,28.13,7.89,4.28,0.0
20220923:1430,73.09,159.77,6.56,36.44,8.18,4.28,0.0
20220923:1530,36.93,181.06,6.67,42.53,8.35,4.14,0.0
20220923:1630,49.55,145.8,5.75,45.4,8.55,4.07,0.0
20220923:1730,74.57,192.8,7.68,44.38,8.74,4.07,0.0
20220923:1830,50.53,141.68,5.61,39.74,9.16,4.76,0.0
20220923:1930,31.96,132.31,4.97,32.38,9.05,4.62,0.0
20220923:2030,15.91,82.96,3.05,23.28,9.48,4.55,0.0
20220923:2130,8.83,46.0,1.69,13.19,9.8,4.14,0.0
20220923:2230,5.59,8.05,0.39,2.6,9.89,3.38,0.0
20220923:2330,0.0,0.0,0.0,0.0,9.66,3.45,0.0
20220924:0030,0.0,0.0,0.0,0.0,9.3,3.72,0.0
20220924:0130,0.0,0.0,0.0,0.0,8.88,3.72,0.0
20220924:0230,0.0,0.0,0.0,0.0,8.62,3.72,0.0
20220924:0330,0.0,0.0,0.0,0.0,8.36,3.72,0.0
20220924:0430,0.0,0.0,0.0,0.0,8.21,3.72,0.0
20220924:0530,0.0,0.0,0.0,0.0,8.12,3.79,0.0
20220924:0630,0.0,0.0,0.0,0.0,7.98,3.72,0.0
20220924:0730,0.0,0.0,0.0,0.0,7.41,3.17,0.0
20220924:0830,0.0,0.0,0.0,0.0,7.38,3.03,0.0
20220924:0930,0.0,0.0,0.0,0.0,7.41,2.83,0.0
20220924:1030,0.0,0.0,0.0,-2.79,7.31,2.48,0.0
20220924:1130,83.68,38.55,2.66,7.88,7.21,2.28,0.0
20220924:1230,289.14,75.33,7.62,18.25,8.12,2.0,0.0
20220924:1330,520.59,98.11,12.77,27.88,9.81,2.83,0.0
20220924:1430,669.17,131.7,16.56,36.15,11.57,3.52,0.0
20220924:1530,819.86,125.08,19.43,42.19,13.02,3.59,0.0
20220924:1630,836.3,155.09,20.47,45.01,14.29,3.59,0.0
20220924:1730,842.19,132.46,20.06,43.98,15.27,3.52,0.0
20220924:1830,715.41,138.83,17.67,39.34,16.02,3.31,0.0
20220924:1930,610.64,105.61,14.76,32.0,16.35,3.1,0.0
20220924:2030,407.41,84.45,10.18,22.93,16.5,2.9,0.0
20220924:2130,179.73,57.08,5.0,12.84,16.04,2.14,0.0
20220924:2230,0.0,10.01,0.34,2.27,14.97,1.52,0.0
20220924:2330,0.0,0.0,0.0,0.0,14.02,1.1,0.0
20220925:0030,0.0,0.0,0.0,0.0,12.56,0.97,0.0
20220925:0130,0.0,0.0,0.0,0.0,12.57,0.9,0.0
20220925:0230,0.0,0.0,0.0,0.0,11.66,1.03,0.0
20220925:0330,0.0,0.0,0.0,0.0,10.25,1.45,0.0
20220925:0430,0.0,0.0,0.0,0.0,9.57,1.52,0.0
20220925:0530,0.0,0.0,0.0,0.0,9.11,1.66,0.0
20220925:0630,0.0,0.0,0.0,0.0,9.06,1.79,0.0
20220925:0730,0.0,0.0,0.0,0.0,9.38,1.86,0.0
20220925:0830,0.0,0.0,0.0,0.0,9.13,1.79,0.0
20220925:0930,0.0,0.0,0.0,0.0,9.35,1.79,0.0
20220925:1030,0.0,0.0,0.0,-3.0,9.28,1.79,0.0
20220925:1130,40.74,39.6,1.93,7.66,8.97,1.86,0.0
20220925:1230,179.4,113.25,6.55,18.02,9.66,1.66,0.0
20220925:1330,352.86,162.08,11.11,27.62,11.67,1.79,0.0
20220925:1430,486.8,211.67,14.97,35.85,13.5,2.07,0.0
20220925:1530,424.23,261.61,15.35,41.85,15.21,2.21,0.0
20220925:1630,268.02,333.03,14.88,44.63,16.4,2.41,0.0
20220925:1730,354.84,273.55,14.56,43.58,17.11,2.55,0.0
20220925:1830,6.62,97.36,3.38,38.95,17.81,2.69,0.0
20220925:1930,0.0,56.96,1.91,31.63,14.89,1.45,0.0
20220925:2030,0.0,26.57,0.89,22.57,14.14,1.79,0.0
20220925:2130,0.0,16.56,0.55,12.5,13.34,1.59,0.0
20220925:2230,0.0,3.55,0.12,1.93,12.84,1.59,0.0
20220925:2330,0.0,0.0,0.0,0.0,12.58,1.66,0.0
20220926:0030,0.0,0.0,0.0,0.0,12.33,1.86,0.0
20220926:0130,0.0,0.0,0.0,0.0,12.36,2.14,0.0
20220926:0230,0.0,0.0,0.0,0.0,13.07,2.14,0.0
20220926:0330,0.0,0.0,0.0,0.0,13.2,2.14,0.0
20220926:0430,0.0,0.0,0.0,0.0,13.39,2.07,0.0
20220926:0530,0.0,0.0,0.0,0.0,13.47,1.79,0.0
20220926:0630,0.0,0.0,0.0,0.0,13.31,1.72,0.0
20220926:0730,0.0,0.0,0.0,0.0,13.15,1.66,0.0
20220926:0830,0.0,0.0,0.0,0.0,13.08,1.86,0.0
20220926:0930,0.0,0.0,0.0,0.0,12.62,1.79,0.0
20220926:1030,0.0,0.0,0.0,-3.21,12.98,1.79,0.0
20220926:1130,26.82,27.22,1.32,7.45,12.62,1.72,0.0
20220926:1230,92.04,55.21,3.42,17.79,13.1,1.79,0.0
20220926:1330,55.35,67.38,3.23,27.36,13.85,1.79,0.0
20220926:1430,219.43,133.44,8.18,35.55,14.1,2.34,0.0
20220926:1530,336.57,188.34,11.84,41.5,15.17,2.41,0.0
20220926:1630,484.98,151.51,13.57,44.25,16.18,2.21,0.0
20220926:1730,600.72,131.52,15.2,43.18,16.97,2.48,0.0
20220926:1830,560.69,149.21,14.78,38.56,17.68,2.9,0.0
20220926:1930,314.11,161.09,10.47,31.26,18.71,3.03,0.0
20220926:2030,125.37,113.88,5.77,22.22,17.59,2.48,0.0
20220926:2130,35.16,38.75,1.87,12.16,16.77,2.34,0.0
20220926:2230,0.0,7.57,0.25,1.59,15.46,2.83,0.0
20220926:2330,0.0,0.0,0.0,0.0,14.14,2.76,0.0
20220927:0030,0.0,0.0,0.0,0.0,13.44,2.55,0.0
20220927:0130,0.0,0.0,0.0,0.0,12.74,2.48,0.0
20220927:0230,0.0,0.0,0.0,0.0,12.28,2.48,0.0
20220927:0330,0.0,0.0,0.0,0.0,12.1,2.48,0.0
20220927:0430,0.0,0.0,0.0,0.0,12.18,2.48,0.0
20220927:0530,0.0,0.0,0.0,0.0,11.85,2.69,0.0
20220927:0630,0.0,0.0,0.0,0.0,11.76,2.69,0.0
20220927:0730,0.0,0.0,0.0,0.0,10.87,2.97,0.0
20220927:0830,0.0,0.0,0.0,0.0,10.81,2.9,0.0
20220927:0930,0.0,0.0,0.0,0.0,10.72,2.9,0.0
20220927:1030,0.0,0.0,0.0,-3.42,10.55,3.1,0.0
20220927:1130,68.53,40.23,2.27,7.23,10.5,3.24,0.0
20220927:1230,216.25,84.7,6.28,17.56,11.27,3.31,0.0
20220927:1330,458.93,108.78,11.52,27.1,12.56,3.24,0.0
20220927:1430,515.17,137.14,13.48,35.25,14.09,4.07,0.0
20220927:1530,444.37,178.52,13.4,41.16,15.01,4.21,0.0
20220927:1630,174.77,168.26,8.52,43.86,15.51,4.0,0.0
20220927:1730,247.71,173.15,9.88,42.78,15.12,3.38,0.0
20220927:1830,235.88,188.66,10.04,38.17,15.36,3.38,0.0
20220927:1930,347.42,133.92,10.27,30.88,16.02,3.31,0.0
20220927:2030,170.52,92.9,5.87,21.86,15.87,3.24,0.0
20220927:2130,61.87,56.25,2.8,11.82,15.01,2.21,0.0
20220927:2230,0.0,7.49,0.25,1.26,14.48,2.07,0.0
20220927:2330,0.0,0.0,0.0,0.0,13.44,1.72,0.0
20220928:0030,0.0,0.0,0.0,0.0,12.86,1.72,0.0
20220928:0130,0.0,0.0,0.0,0.0,12.34,1.79,0.0
20220928:0230,0.0,0.0,0.0,0.0,12.1,1.72,0.0
20220928:0330,0.0,0.0,0.0,0.0,11.88,1.79,0.0
20220928:0430,0.0,0.0,0.0,0.0,11.66,1.79,0.0
20220928:0530,0.0,0.0,0.0,0.0,11.62,1.66,0.0
20220928:0630,0.0,0.0,0.0,0.0,11.65,1.45,0.0
20220928:0730,0.0,0.0,0.0,0.0,11.37,1.38,0.0
20220928:0830,0.0,0.0,0.0,0.0,11.25,1.45,0.0
20220928:0930,0.0,0.0,0.0,0.0,11.2,1.45,0.0
20220928:1030,0.0,0.0,0.0,-3.63,11.45,1.24,0.0
20220928:1130,5.27,13.17,0.52,7.02,11.52,1.03,0.0
20220928:1230,37.31,37.85,1.9,17.33,11.8,0.9,0.0
20220928:1330,9.74,90.98,3.21,26.84,12.1,1.38,0.0
20220928:1430,46.21,151.94,5.81,34.95,12.35,1.79,0.0
20220928:1530,288.16,194.24,11.07,40.81,12.85,2.0,0.0
20220928:1630,209.05,222.2,10.64,43.48,14.29,2.0,0.0
20220928:1730,281.68,194.4,11.0,42.39,14.79,2.07,0.0
20220928:1830,507.4,147.41,13.57,37.78,15.03,2.07,0.0
20220928:1930,286.28,126.39,8.94,30.51,15.56,2.97,0.0
20220928:2030,259.54,83.44,7.08,21.51,14.41,3.03,0.0
20220928:2130,94.05,35.47,2.68,11.47,14.23,2.83,0.0
20220928:2230,0.0,6.5,0.22,0.92,13.5,2.48,0.0
20220928:2330,0.0,0.0,0.0,0.0,12.59,2.14,0.0
20220929:0030,0.0,0.0,0.0,0.0,11.91,2.21,0.0
20220929:0130,0.0,0.0,0.0,0.0,11.7,2.34,0.0
20220929:0230,0.0,0.0,0.0,0.0,11.35,2.34,0.0
20220929:0330,0.0,0.0,0.0,0.0,10.94,2.28,0.0
20220929:0430,0.0,0.0,0.0,0.0,10.64,2.34,0.0
20220929:0530,0.0,0.0,0.0,0.0,10.48,2.41,0.0
20220929:0630,0.0,0.0,0.0,0.0,10.34,2.21,0.0
20220929:0730,0.0,0.0,0.0,0.0,10.0,2.41,0.0
20220929:0830,0.0,0.0,0.0,0.0,9.87,2.28,0.0
20220929:0930,0.0,0.0,0.0,0.0,9.62,2.34,0.0
20220929:1030,0.0,0.0,0.0,-3.85,9.42,2.41,0.0
20220929:1130,9.13,20.28,0.8,6.8,9.24,2.34,0.0
20220929:1230,31.83,74.47,2.96,17.09,9.22,2.34,0.0
20220929:1330,69.04,117.75,5.0,26.58,9.41,2.55,0.0
20220929:1430,40.48,190.88,6.97,34.65,9.84,2.62,0.0
20220929:1530,6.22,175.4,5.97,40.46,10.23,2.62,0.0
20220929:1630,131.43,213.1,9.12,43.09,10.23,2.55,0.0
20220929:1730,72.57,197.35,7.71,41.99,10.67,2.48,0.0
20220929:1830,127.68,173.05,7.76,37.39,10.72,2.41,0.0
20220929:1930,91.47,174.01,7.13,30.14,10.31,2.21,0.0
20220929:2030,45.9,125.61,4.83,21.15,10.4,2.07,0.0
20220929:2130,105.99,62.88,3.54,11.13,10.27,1.93,0.0
20220929:2230,0.0,6.08,0.22,0.59,9.89,1.59,0.0
20220929:2330,0.0,0.0,0.0,0.0,9.18,1.1,0.0
20220930:0030,0.0,0.0,0.0,0.0,8.29,0.83,0.0
20220930:0130,0.0,0.0,0.0,0.0,9.02,0.41,0.0
20220930:0230,0.0,0.0,0.0,0.0,8.76,0.41,0.0
20220930:0330,0.0,0.0,0.0,0.0,8.14,0.69,0.0
20220930:0430,0.0,0.0,0.0,0.0,7.29,0.97,0.0
20220930:0530,0.0,0.0,0.0,0.0,7.73,0.69,0.0
20220930:0630,0.0,0.0,0.0,0.0,6.83,0.9,0.0
20220930:0730,0.0,0.0,0.0,0.0,6.52,0.76,0.0
20220930:0830,0.0,0.0,0.0,0.0,5.86,0.9,0.0
20220930:0930,0.0,0.0,0.0,0.0,5.43,0.97,0.0
20220930:1030,0.0,0.0,0.0,-4.06,4.36,1.17,0.0
20220930:1130,51.43,38.35,1.85,6.58,4.17,0.97,0.0
20220930:1230,188.97,103.8,6.1,16.86,5.31,0.55,0.0
20220930:1330,464.74,119.87,11.55,26.32,7.94,0.48,0.0
20220930:1430,643.59,142.65,15.6,34.34,10.59,0.55,0.0
20220930:1530,767.69,153.25,18.3,40.11,12.41,0.48,0.0
20220930:1630,763.02,192.46,19.18,42.71,13.77,0.34,0.0
20220930:1730,780.58,168.92,18.93,41.59,14.81,0.34,0.0
20220930:1830,615.17,187.07,16.21,37.0,15.54,0.41,0.0
20220930:1930,446.76,170.87,12.6,29.77,15.48,0.41,0.0
20220930:2030,260.68,130.15,8.09,20.8,15.43,0.41,0.0
20220930:2130,53.14,76.55,3.16,10.79,14.83,0.28,0.0
20220930:2230,0.0,7.25,0.27,0.25,13.85,0.0,0.0
20220930:2330,0.0,0.0,0.0,0.0,13.4,0.34,0.0
20221001:0030,0.0,0.0,0.0,0.0,11.85,0.62,0.0
20221001:0130,0.0,0.0,0.0,0.0,11.46,0.76,0.0
20221001:0230,0.0,0.0,0.0,0.0,10.73,0.9,0.0
20221001:0330,0.0,0.0,0.0,0.0,10.3,0.9,0.0
20221001:0430,0.0,0.0,0.0,0.0,9.89,0.97,0.0
20221001:0530,0.0,0.0,0.0,0.0,9.81,0.9,0.0
20221001:0630,0.0,0.0,0.0,0.0,9.82,0.9,0.0
20221001:0730,0.0,0.0,0.0,0.0,8.91,0.9,0.0
20221001:0830,0.0,0.0,0.0,0.0,8.72,0.97,0.0
20221001:0930,0.0,0.0,0.0,0.0,7.75,1.24,0.0
20221001:1030,0.0,0.0,0.0,-4.27,8.04,1.1,0.0
20221001:1130,1.03,33.21,1.12,6.36,7.55,1.17,0.0
20221001:1230,28.66,94.42,3.53,16.62,8.25,0.97,0.0
20221001:1330,27.8,142.29,5.15,26.05,10.71,0.28,0.0
20221001:1430,17.66,175.38,6.12,34.04,12.38,0.28,0.0
20221001:1530,28.51,226.21,7.97,39.77,13.38,0.62,0.0
20221001:1630,69.83,237.14,8.92,42.33,14.3,1.1,0.0
20221001:1730,261.71,255.23,12.24,41.19,15.0,1.31,0.0
20221001:1830,563.66,193.41,15.35,36.61,15.92,1.24,0.0
20221001:1930,481.49,142.54,12.42,29.4,17.09,2.28,0.0
20221001:2030,328.48,102.92,8.44,20.45,16.68,2.48,0.0
20221001:2130,123.05,60.92,3.59,10.46,15.81,2.41,0.0
20221001:2230,0.0,0.0,0.0,-0.08,14.33,2.48,0.0
20221001:2330,0.0,0.0,0.0,0.0,12.89,2.41,0.0
20221002:0030,0.0,0.0,0.0,0.0,12.11,2.34,0.0
20221002:0130,0.0,0.0,0.0,0.0,11.56,2.48,0.0
20221002:0230,0.0,0.0,0.0,0.0,11.12,2.69,0.0
20221002:0330,0.0,0.0,0.0,0.0,10.68,2.9,0.0
20221002:0430,0.0,0.0,0.0,0.0,10.19,2.97,0.0
20221002:0530,0.0,0.0,0.0,0.0,9.58,2.97,0.0
20221002:0630,0.0,0.0,0.0,0.0,8.94,2.9,0.0
20221002:0730,0.0,0.0,0.0,0.0,8.08,2.76,0.0
20221002:0830,0.0,0.0,0.0,0.0,7.7,2.69,0.0
20221002:0930,0.0,0.0,0.0,0.0,7.36,2.62,0.0
20221002:1030,0.0,0.0,0.0,-4.49,7.06,2.55,0.0
20221002:1130,54.31,34.57,1.69,6.14,6.66,2.55,0.0
20221002:1230,196.03,95.64,5.86,16.38,6.8,2.55,0.0
20221002:1330,416.75,138.46,10.95,25.78,7.68,2.97,0.0
20221002:1430,618.61,155.16,15.2,33.73,8.95,2.97,0.0
20221002:1530,771.68,168.8,18.46,39.42,10.29,2.97,0.0
20221002:1630,896.62,140.28,20.21,41.94,11.5,3.1,0.0
20221002:1730,818.85,162.97,19.24,40.8,12.32,3.31,0.0
20221002:1830,754.48,132.65,17.23,36.22,12.69,3.45,0.0
20221002:1930,485.88,163.43,12.86,29.03,12.12,3.31,0.0
20221002:2030,233.1,142.56,7.82,20.1,11.8,3.31,0.0
20221002:2130,62.46,72.35,3.06,10.12,11.22,2.97,0.0
20221002:2230,0.0,0.0,0.0,-0.41,10.18,2.55,0.0
20221002:2330,0.0,0.0,0.0,0.0,8.97,2.41,0.0
20221003:0030,0.0,0.0,0.0,0.0,8.25,2.28,0.0
20221003:0130,0.0,0.0,0.0,0.0,7.66,2.07,0.0
20221003:0230,0.0,0.0,0.0,0.0,7.24,1.86,0.0
20221003:0330,0.0,0.0,0.0,0.0,6.94,1.72,0.0
20221003:0430,0.0,0.0,0.0,0.0,6.67,1.72,0.0
20221003:0530,0.0,0.0,0.0,0.0,6.39,1.66,0.0
20221003:0630,0.0,0.0,0.0,0.0,6.17,1.59,0.0
20221003:0730,0.0,0.0,0.0,0.0,5.9,1.52,0.0
20221003:0830,0.0,0.0,0.0,0.0,5.53,1.59,0.0
20221003:0930,0.0,0.0,0.0,0.0,5.27,1.59,0.0
20221003:1030,0.0,0.0,0.0,-4.7,4.79,1.38,0.0
20221003:1130,75.8,36.69,1.92,5.92,4.03,1.1,0.0
20221003:1230,296.27,81.2,6.96,16.15,4.8,0.9,0.0
20221003:1330,521.35,106.53,11.89,25.52,7.51,0.83,0.0
20221003:1430,725.08,114.6,16.07,33.43,9.26,1.03,0.0
20221003:1530,851.41,123.68,18.8,39.07,10.76,1.31,0.0
20221003:1630,879.83,140.04,19.76,41.56,12.02,1.38,0.0
20221003:1730,831.63,150.64,19.07,40.4,13.0,0.9,0.0
20221003:1830,720.47,153.8,16.95,35.83,13.66,1.24,0.0
20221003:1930,555.75,134.42,13.28,28.66,13.56,1.45,0.0
20221003:2030,282.72,125.39,8.04,19.75,13.44,1.72,0.0
20221003:2130,86.42,65.31,3.1,9.78,12.76,1.72,0.0
20221003:2230,0.0,0.0,0.0,-0.74,11.33,1.59,0.0
20221003:2330,0.0,0.0,0.0,0.0,10.15,1.59,0.0
20221004:0030,0.0,0.0,0.0,0.0,9.39,1.72,0.0
20221004:0130,0.0,0.0,0.0,0.0,8.82,1.86,0.0
20221004:0230,0.0,0.0,0.0,0.0,8.47,1.72,0.0
20221004:0330,0.0,0.0,0.0,0.0,8.27,1.59,0.0
20221004:0430,0.0,0.0,0.0,0.0,7.96,1.31,0.0
20221004:0530,0.0,0.0,0.0,0.0,7.23,1.1,0.0
20221004:0630,0.0,0.0,0.0,0.0,6.78,1.24,0.0
